-0.71	0.00
-0.72	0.01
-0.73	0.01
-0.73	0.01
-0.73	0.02
-0.74	0.02
-0.74	0.02
-0.75	0.03
-0.76	0.03
-0.77	0.03
-2.35	0.16
-2.35	0.17
-2.35	0.18
-2.35	0.19
-2.35	0.20
-2.35	0.21
-2.36	0.22
-2.36	0.23
-2.36	0.25
-2.36	0.26
-2.36	0.27
-2.36	0.28
-2.36	0.29
-2.36	0.30
-2.36	0.31
-2.36	0.33
-2.36	0.34
-2.36	0.35
-2.36	0.36
-2.36	0.37
-2.36	0.38
-2.36	0.40
-2.37	0.41
-2.36	0.42
-2.36	0.43
-2.36	0.44
-2.36	0.45
-2.36	0.46
-2.36	0.48
-2.36	0.49
-2.36	0.50
-2.37	0.51
-2.37	0.52
-2.37	0.54
-2.37	0.55
-2.38	0.56
-2.38	0.57
-2.37	0.58
-2.37	0.60
-2.37	0.61
-2.37	0.62
-2.37	0.63
-2.37	0.64
-2.37	0.66
-2.37	0.66
-2.37	0.68
-2.37	0.69
-2.37	0.70
-2.37	0.71
-2.37	0.72
-2.37	0.74
-2.37	0.75
-2.22	0.74
-2.22	0.75
-2.21	0.77
-2.36	0.83
-2.36	0.86
-0.59	0.23
-0.58	0.24
-0.51	0.22
-0.51	0.22
-0.49	0.22
-0.48	0.22
-0.48	0.22
-0.47	0.22
-0.47	0.22
-0.46	0.22
-0.45	0.22
-0.45	0.22
-0.44	0.22
-0.44	0.22
-0.43	0.22
-0.43	0.22
-0.42	0.22
-0.42	0.22
-0.41	0.22
-0.41	0.22
-0.40	0.22
-0.40	0.22
-0.39	0.22
-0.39	0.22
-0.38	0.22
-0.38	0.22
-0.38	0.22
-0.37	0.22
-0.37	0.22
-0.36	0.22
-0.36	0.22
-0.35	0.22
-0.35	0.22
-0.35	0.22
-0.34	0.22
-0.34	0.22
-0.33	0.22
-0.33	0.22
-0.33	0.22
-0.32	0.22
-0.32	0.22
-0.32	0.22
-0.31	0.22
-0.31	0.22
-0.31	0.22
-0.30	0.22
-0.30	0.22
-0.30	0.22
-0.29	0.22
-0.29	0.22
-0.29	0.22
-0.29	0.22
-0.28	0.22
-0.28	0.22
-0.28	0.22
-0.27	0.22
-0.27	0.22
-0.27	0.22
-0.27	0.22
-0.26	0.22
-0.26	0.22
-0.26	0.22
-0.25	0.22
-0.25	0.22
-0.25	0.22
-0.25	0.22
-0.25	0.22
-0.24	0.22
-0.24	0.22
-0.24	0.22
-0.24	0.22
-0.23	0.22
-0.23	0.22
-0.23	0.22
-0.23	0.22
-0.22	0.22
-0.22	0.22
-0.22	0.22
-0.22	0.22
-0.21	0.22
-0.21	0.22
-0.21	0.22
-0.21	0.22
-0.21	0.22
-0.20	0.22
-0.20	0.22
-0.20	0.22
-0.20	0.22
-0.20	0.22
-0.19	0.22
-0.19	0.22
-0.19	0.22
-0.19	0.22
-0.19	0.22
-0.18	0.22
-0.18	0.22
-0.18	0.22
-0.18	0.22
-0.18	0.22
-0.17	0.22
-0.17	0.22
-0.17	0.22
-0.17	0.22
-0.17	0.22
-0.17	0.22
-0.16	0.22
-0.16	0.22
-0.16	0.22
-0.16	0.22
-0.16	0.22
-0.16	0.22
-0.15	0.22
-0.15	0.22
-0.15	0.22
-0.15	0.22
-0.15	0.22
-0.15	0.22
-0.14	0.22
-0.14	0.22
-0.14	0.22
-0.14	0.22
-0.14	0.22
-0.14	0.22
-0.13	0.22
-0.13	0.22
-0.13	0.22
-0.13	0.22
-0.13	0.22
-0.13	0.22
-0.13	0.22
-0.12	0.22
-0.12	0.22
-0.12	0.22
-0.12	0.22
-0.12	0.22
-0.12	0.22
-0.12	0.22
-0.12	0.22
-0.11	0.22
-0.11	0.22
-0.11	0.22
-0.11	0.22
-0.11	0.22
-0.11	0.22
-0.11	0.22
-0.10	0.22
-0.10	0.22
-0.10	0.22
-0.10	0.22
-0.10	0.22
-0.10	0.22
-0.10	0.22
-0.09	0.22
-0.09	0.22
-0.09	0.22
-0.09	0.22
-0.09	0.22
-0.09	0.22
-0.09	0.22
-0.09	0.22
-0.08	0.22
-0.08	0.22
-0.08	0.22
-0.08	0.22
-0.08	0.22
-0.08	0.22
-0.08	0.22
-0.08	0.22
-0.07	0.22
-0.07	0.22
-0.07	0.22
-0.07	0.22
-0.07	0.22
-0.07	0.22
-0.07	0.22
-0.07	0.22
-0.07	0.22
-0.06	0.22
-0.06	0.22
-0.06	0.22
-0.06	0.22
-0.06	0.22
-0.06	0.22
-0.06	0.22
-0.06	0.22
-0.06	0.22
-0.05	0.22
-0.05	0.22
-0.05	0.22
-0.05	0.22
-0.05	0.22
-0.05	0.22
-0.05	0.22
-0.05	0.22
-0.05	0.22
-0.04	0.22
-0.04	0.22
-0.04	0.22
-0.04	0.22
-0.04	0.22
-0.04	0.22
-0.04	0.22
-0.04	0.22
-0.04	0.22
-0.03	0.22
-0.03	0.22
-0.03	0.22
-0.03	0.22
-0.03	0.22
-0.03	0.22
-0.03	0.22
-0.03	0.22
-0.03	0.22
-0.02	0.22
-0.02	0.22
-0.02	0.22
-0.02	0.22
-0.02	0.22
-0.02	0.22
-0.02	0.22
-0.02	0.22
-0.02	0.22
-0.02	0.22
-0.01	0.22
-0.01	0.22
-0.01	0.22
-0.01	0.22
-0.01	0.22
-0.01	0.22
-0.01	0.22
-0.01	0.22
-0.01	0.22
-0.00	0.22
-0.00	0.22
-0.00	0.22
-0.00	0.22
-0.00	0.22
0.00	0.22
0.00	0.22
0.00	0.22
0.00	0.22
0.00	0.22
0.01	0.22
0.01	0.22
0.01	0.22
0.01	0.22
0.01	0.22
0.01	0.22
0.01	0.22
0.01	0.22
0.01	0.22
